a	A|吖|呵|啊|嗄|腌|锕|阿	A|吖|呵|啊|嗄|腌|錒|阿
ruxi	入席|入息|入戏	入席|入息|入戲
ruxia	入夏|如下	入夏|如下
ruxian	乳腺	乳腺
ruxianai	乳腺癌	乳腺癌
ruxiang	乳香	乳香
ruxiangsuisu	入乡随俗	入鄉隨俗
ruxianyan	乳腺炎	乳腺炎
ruxingdongwu	蠕形动物	蠕形動物
ruxiuweigan	乳臭未干	乳臭未乾
ruxu	如许	如許
ruxuan	入选	入選
ruxue	儒学|入学	儒學|入學
ruxuelv	入学率	入學率
ruya	乳牙|儒雅	乳牙|儒雅
ruyan	乳燕|入眼	乳燕|入眼
ruyang	汝阳	汝陽
ruyangxian	汝阳县	汝陽縣
ruyao	入药	入藥
ruye	乳业|乳液|入夜	乳業|乳液|入夜
ruyi	如一|如意	如一|如意
ruyifushan	如蚁附膻	如蟻附膻
ruyilangjun	如意郎君	如意郎君
ruyingsuixing	如影随形	如影隨形
ruyingzhuchou	如蝇逐臭	如蠅逐臭
ruyisuanpan	如意算盘	如意算盤
ruyitao	如意套	如意套
ruyousuoshi	如有所失	如有所失
ruyu	入狱|茹鱼	入獄|茹魚
ruyuan	乳源|入园|入院|如愿	乳源|入園|入院|如願
ruyuanxian	乳源县	乳源縣
ruyuanyaozuzizhixian	乳源瑶族自治县	乳源瑤族自治縣
ruyuanyichang	如愿以偿	如願以償
ruyudeshui	如鱼得水	如魚得水
ruyue	入月	入月
ruyueerzhi	如约而至	如約而至
ruyun	乳晕|如云	乳暈|如雲
ruzhao	乳罩	乳罩
ruzhe	儒者	儒者
ruzhi	乳汁|乳脂|入职	乳汁|乳脂|入職
ruzhijuan	茹志鹃	茹誌鵑
ruzhipin	乳制品	乳製品
ruzhou	汝州	汝州
ruzhoushi	汝州市	汝州市
ruzhu	乳猪|入主|入住	乳豬|入主|入住
ruzhui	入赘	入贅
ruzi	孺子|褥子	孺子|褥子
ruzikejiao	孺子可教	孺子可教
ruzui	入罪	入罪
ruzuihua	入罪化	入罪化
ruzuiruchi	如醉如痴	如醉如癡
ruzun	入樽	入樽
ruzuo	入座	入座
ruzuozhenzhan	如坐针毡	如坐針氈
sa	仨|卅|挲|撒|攃|洒|潵|萨|钑|靸|飒	䬃|仨|卅|挲|撒|攃|潵|灑|薩|鈒|靸|颯
sabadeluo	萨巴德罗	薩巴德羅
sabo	撒播|萨博	撒播|薩博
sabu	洒布	灑布
sacun	撒村	撒村
sadamu	萨达姆	薩達姆
sadamuhousaiyin	萨达姆·侯赛因	薩達姆·侯賽因
sadan	撒但|撒旦	撒但|撒旦
sadate	萨达特	薩達特
sade	萨德	薩德
sadeer	萨德尔	薩德爾
sadeershi	萨德尔市	薩德爾市
sadi	萨蒂	薩蒂
sadike	萨迪克	薩迪克
sadingdao	撒丁岛	撒丁島
sadingniyadao	萨丁尼亚岛	薩丁尼亞島
sadu	撒督	撒督
sadugairen	撒都该人	撒都該人
saer	萨尔	薩爾
saerbulvken	萨尔布吕肯	薩爾布呂肯
saercibao	萨尔茨堡	薩爾茨堡
saerda	萨尔达	薩爾達
saerhuzhizhan	萨尔浒之战	薩爾滸之戰
saerkeqi	萨尔科奇|萨尔科齐	薩爾科奇|薩爾科齊
saermeng	撒尔孟	撒爾孟
saerpusibao	萨尔普斯堡	薩爾普斯堡
saertu	萨尔图	薩爾圖
saertuqu	萨尔图区	薩爾圖區
saerwaduo	萨尔瓦多	薩爾瓦多
saerwenjiang	萨尔温江	薩爾溫江
saerzhou	萨尔州	薩爾州
safei	萨菲	薩菲
safeiwangchao	萨非王朝	薩非王朝
saga	萨嘎	薩嘎
sagadawajie	萨噶达娃节	薩噶達娃節
sagaxian	萨嘎县	薩嘎縣
sagelebu	萨格勒布	薩格勒布
sagouliang	撒狗粮	撒狗糧
sagouxie	洒狗血	灑狗血
sahala	撒哈拉	撒哈拉
sahalaren	撒哈拉人	撒哈拉人
sahalashamo	撒哈拉沙漠	撒哈拉沙漠
sahalawei	撒哈拉威	撒哈拉威
sahalayinan	撒哈拉以南	撒哈拉以南
sahalayinanfeizhou	撒哈拉以南非洲	撒哈拉以南非洲
sahaluofu	萨哈洛夫|萨哈罗夫	薩哈洛夫|薩哈羅夫
sahaluofujiang	萨哈罗夫奖	薩哈羅夫獎
sahaluofurenquanjiang	萨哈罗夫人权奖	薩哈羅夫人權獎
sahanuofu	萨哈诺夫	薩哈諾夫
sahanuofurenquanjiang	萨哈诺夫人权奖	薩哈諾夫人權獎
sahedangao	萨赫蛋糕	薩赫蛋糕
sahuan	撒欢	撒歡
sahuang	撒谎	撒謊
sahuanr	撒欢儿	撒歡兒
sai	僿|嘥|噻|塞|揌|腮|赛|鳃	僿|嘥|噻|塞|揌|腮|賽|顋|鰓
saibaiwei	赛百味	賽百味
saibang	腮帮	腮幫
saibangzi	腮帮子	腮幫子
saibasidian	塞巴斯蒂安	塞巴斯蒂安
saibei	塞北	塞北
saibo	赛博	賽博
saibopengke	赛博朋克	賽博朋克
saichang	赛场	賽場
saiche	塞车|赛车	塞車|賽車
saichechang	赛车场	賽車場
saichechangsai	赛车场赛	賽車場賽
saicheng	赛程	賽程
saichenvlang	赛车女郎	賽車女郎
saicheshou	赛车手	賽車手
saichi	塞尺	塞尺
saichuan	赛船	賽船
saidao	赛道	賽道
saidekezu	赛德克族	賽德克族
saidena	赛德娜	賽德娜
saidian	赛点	賽點
saiduan	赛段	賽段
saier	塞耳	塞耳
saierda	塞尔达	塞爾達
saierte	塞尔特	塞爾特
saierteyu	塞尔特语	塞爾特語
saierweiya	塞尔维亚	塞爾維亞
saierweiyaheheishan	塞尔维亚和黑山	塞爾維亞和黑山
saierweiyakeluodiyayu	塞尔维亚克罗地亚语	塞爾維亞克羅地亞語
saierweiyayu	塞尔维亚语	塞爾維亞語
saifen	噻吩	噻吩
saigei	塞给	塞給
saigewei	赛格威	賽格威
saigeweiya	塞哥维亚	塞哥維亞
saigong	鳃弓	鰓弓
saihan	赛罕	賽罕
saihanqu	赛罕区	賽罕區
saihong	腮红	腮紅
saihu	腮胡	腮鬍
saihui	赛会	賽會
saiji	赛季	賽季
saijia	腮颊	腮頰
sailaliang	塞拉利昂	塞拉利昂
sailayefo	塞拉耶佛	塞拉耶佛
sailemu	塞勒姆	塞勒姆
sailie	鳃裂	鰓裂
sailimuhu	赛里木湖	賽里木湖
sailisi	赛力斯	賽力斯
sailongchuan	赛龙船	賽龍船
sailongzhou	赛龙舟	賽龍舟
sailufen	赛璐玢	賽璐玢
sailuluo	赛璐珞	賽璐珞
sailunsi	赛轮思	賽輪思
saima	赛马	賽馬
saimachang	赛马场	賽馬場
saimahui	赛马会	賽馬會
saiman	塞满	塞滿
saimiuer	塞缪尔	塞繆爾
saimiueryuehanxun	塞缪尔·约翰逊	塞繆爾·約翰遜
sainahe	塞纳河	塞納河
saineijiaer	塞内加尔	塞內加爾
saipao	赛跑	賽跑
saipulesi	赛普勒斯	賽普勒斯
saipulusi	塞浦路斯	塞浦路斯
saiqin	噻嗪	噻嗪
saisheer	塞舌尔	塞舌爾
saisheerqundao	塞舌尔群岛	塞舌爾群島
saishi	赛事	賽事
saishiliying	赛氏篱莺	賽氏籬鶯
saisina	塞斯纳	塞斯納
saite	赛特	賽特
saitequan	塞特犬	塞特犬
saiting	赛艇	賽艇
saituo	腮托	腮托
saiwai	塞外	塞外
saiwantisi	塞万提斯	塞萬提斯
saiwasituoboer	塞瓦斯托波尔	塞瓦斯托波爾
saiweilinuo	塞韦里诺	塞韋里諾
saiweiliya	塞维利亚	塞維利亞
saiwengshima	塞翁失马	塞翁失馬
saiwengshimaanzhifeifu	塞翁失马安知非福	塞翁失馬安知非福
saiwengshimayanzhifeifu	塞翁失马焉知非福	塞翁失馬焉知非福
saixian	腮腺	腮腺
saixiansheng	赛先生	賽先生
saixianyan	腮腺炎	腮腺炎
saixiazu	赛夏族	賽夏族
saixier	塞席尔	塞席爾
saiya	塞牙	塞牙
saiyang	赛扬	賽揚
saiyidi	赛义迪	賽義迪
saiyinsi	赛因斯	賽因斯
saiyu	塞语	塞語
saiyuan	塞渊	塞淵
saizhenzhu	赛珍珠	賽珍珠
saizhi	赛制	賽制
saizi	塞子	塞子
saizu	塞族	塞族
saizuo	噻唑	噻唑
sajia	洒家|萨迦	灑家|薩迦
sajialiya	撒迦利亚	撒迦利亞
sajialiyashu	撒迦利亚书	撒迦利亞書
sajiao	撒娇|撒脚	撒嬌|撒腳
sajiaomaiguai	撒娇卖乖	撒嬌賣乖
sajiaxian	萨迦县	薩迦縣
sajiufeng	撒酒疯	撒酒瘋
sakashiweili	萨卡什维利	薩卡什維利
sakedahun	撒科打诨	撒科打諢
sakeguan	萨克管	薩克管
sakelamentuo	萨克拉门托	薩克拉門托
sakeluofu	萨克洛夫	薩克洛夫
sakeluofujiang	萨克洛夫奖	薩克洛夫獎
sakeqi	萨科齐	薩科齊
sakesen	萨克森	薩克森
sakesenzhou	萨克森州	薩克森州
sakesi	萨克斯	薩克斯
sakesifeng	萨克斯风	薩克斯風
sakesiguan	萨克斯管	薩克斯管
sakexun	撒克逊|萨克逊	撒克遜|薩克遜
sakexunren	撒克逊人	撒克遜人
sala	撒拉	撒拉
salading	萨拉丁	薩拉丁
salagesa	萨拉戈萨	薩拉戈薩
salai	撒赖	撒賴
salamanka	萨拉曼卡	薩拉曼卡
salami	萨拉米	薩拉米
salansike	萨兰斯克	薩蘭斯克
salarewo	萨拉热窝	薩拉熱窩
salasendiguo	萨拉森帝国	薩拉森帝國
salatie	撒拉铁	撒拉鐵
salayu	撒拉语	撒拉語
salazu	撒拉族	撒拉族
sali	萨莉|萨里	薩莉|薩里
salijun	萨里郡	薩里郡
saluo	洒落	灑落
saluoman	撒罗满	撒羅滿
samaergan	撒马尔干	撒馬爾干
samaerhan	撒马尔罕	撒馬爾罕
samalanqi	萨马兰奇	薩馬蘭奇
samaliya	撒马利亚	撒馬利亞
saman	洒满|萨满	灑滿|薩滿
samanjiao	萨满教	薩滿教
samen	撒门	撒門
samiren	萨米人	薩米人
samo	萨摩	薩摩
samolin	萨摩麟	薩摩麟
samosaitejun	萨默塞特郡	薩默塞特郡
samoya	萨摩亚	薩摩亞
samoye	萨摩耶	薩摩耶
samoyequan	萨摩耶犬	薩摩耶犬
samuerjishang	撒母耳记上	撒母耳記上
samuerjixia	撒母耳记下	撒母耳記下
san	〣|三|伞|叁|叄|弎|散|毵|潵|糁|鏾|馓|鬖	〣|㪚|三|傘|叁|參|叄|弎|散|毿|潵|糝|繖|鏾|饊|鬖
sana	萨那	薩那
sanaotang	三拗汤	三拗湯
sanayi	三阿姨	三阿姨
sanba	三八	三八
sanbadagai	三八大盖	三八大蓋
sanbai	散白	散白
sanbailiushihang	三百六十行	三百六十行
sanbajie	三八节	三八節
sanban	三斑|三板|散板	三斑|三板|散板
sanbandao	三班倒	三班倒
sanbao	三包|三宝	三包|三寶
sanbaoniao	三宝鸟	三寶鳥
sanbaotai	三胞胎	三胞胎
sanbaotaijian	三宝太监	三寶太監
sanbaxian	三八线	三八線
sanbei	三倍|三北	三倍|三北
sanbeifanghulin	三北防护林	三北防護林
sanbianxing	三边形	三邊形
sanbing	伞兵|散兵	傘兵|散兵
sanbingkeng	散兵坑	散兵坑
sanbingyouyong	散兵游勇	散兵遊勇
sanbo	散播	散播
sanbu	三不|散布|散步	三不|散佈|散步
sanbuguan	三不管	三不管
sanbuqu	三部曲	三部曲
sanbuwushi	三不五时	三不五時
sanbuxiu	三不朽	三不朽
sanbuzhan	三不沾	三不沾
sanbuzhi	三不知	三不知
sanc	3C|三C	3C|三C
sancao	三曹	三曹
sanchaji	三叉戟	三叉戟
sanchakou	三岔口	三岔口
sanchaliufan	三茶六饭	三茶六飯
sanchang	散场	散場
sanchangliangduan	三长两短	三長兩短
sanchashenjing	三叉神经	三叉神經
sanchong	三重	三重
sanchongxian	三重县	三重縣
sanchongzou	三重奏	三重奏
sanchou	三仇	三仇
sanchu	散出	散出
sanchun	三春	三春
sanci	三次	三次
sancifang	三次方	三次方
sancifangcheng	三次方程	三次方程
sancimi	三次幂	三次冪
sanciquxian	三次曲线	三次曲線
sanciyuan	三次元	三次元
sancongside	三从四德	三從四德
sancuisiqing	三催四请	三催四請
sancunbulanzhishe	三寸不烂之舌	三寸不爛之舌
sancunjinlian	三寸金莲	三寸金蓮
sanda	散打	散打
sandai	三代	三代
sandaitongtang	三代同堂	三代同堂
sandajilvbaxiangzhuyi	三大纪律八项注意	三大紀律八項注意
sandan	散弹|散诞	散彈|散誕
sandanqiang	散弹枪	散彈槍
sandaomeicaowu	三道眉草鹀	三道眉草鵐
sandaoyoujifu	三岛由纪夫	三島由紀夫
sanddayin	3D打印	3D打印
sanddayinji	3D打印机	3D打印機
sandeli	三得利	三得利
sandengfen	三等分	三等分
sandengfenjiao	三等分角	三等分角
sandianquanlou	三点全露	三點全露
sandianshui	三点水	三點水
sandiantu	散点图	散點圖
sandiaojiao	三貂角	三貂角
sandieji	三叠纪|三迭纪	三疊紀|三迭紀
sandimen	三地门	三地門
sandimenxiang	三地门乡	三地門鄉
sandu	三度|三都	三度|三都
sanduanlun	三段论	三段論
sanduisandouniu	三对三斗牛	三對三鬥牛
sandushuizuzizhixian	三都水族自治县	三都水族自治縣
sanduxian	三都县	三都縣
saner	散饵	散餌
sanfa	散发	散發
sanfan	三反	三反
sanfanliangci	三番两次	三番兩次
sanfanpanluan	三藩叛乱	三藩叛亂
sanfanshi	三藩市	三藩市
sanfanwuci	三番五次	三番五次
sanfanyundong	三反运动	三反運動
sanfanzhiluan	三藩之乱	三藩之亂
sanfasi	三法司	三法司
sanfei	三废|散匪	三廢|散匪
sanfen	三分|散粉	三分|散粉
sanfenqiu	三分球	三分球
sanfenshu	三分熟	三分熟
sanfentou	三分头	三分頭
sanfenzhiyi	三分之一	三分之一
sanfenzhongredu	三分钟热度	三分鐘熱度
sanfu	三伏	三伏
sanfuhuapeng	三氟化硼	三氟化硼
sanfutian	三伏天	三伏天
sang	丧|嗓|搡|桑|磉|颡	喪|嗓|搡|桑|桒|磉|顙
sangangwuchang	三纲五常	三綱五常
sangba	桑巴	桑巴
sangbang	丧梆|丧棒	喪梆|喪棒
sangbo	桑搏	桑搏
sangcan	桑蚕	桑蠶
sangcansi	桑蚕丝	桑蠶絲
sangdan	丧胆	喪膽
sangde	丧德	喪德
sangdeerfude	桑德尔福德	桑德爾福德
sangdela	桑德拉	桑德拉
sangdesi	桑德斯	桑德斯
sangdinuominzujiefangzhenxian	桑地诺民族解放阵线	桑地諾民族解放陣線
sangechoupijiangdinggezhugeliang	三个臭皮匠，顶个诸葛亮	三個臭皮匠，頂個諸葛亮
sangechoupijianghechengyigezhugeliang	三个臭皮匠，合成一个诸葛亮	三個臭皮匠，合成一個諸葛亮
sangechoupijiangsaiguoyigezhugeliang	三个臭皮匠，赛过一个诸葛亮	三個臭皮匠，賽過一個諸葛亮
sangechoupijiangsaiguozhugeliang	三个臭皮匠，赛过诸葛亮	三個臭皮匠，賽過諸葛亮
sangechoupijiangshengguoyigezhugeliang	三个臭皮匠，胜过一个诸葛亮	三個臭皮匠，勝過一個諸葛亮
sangedaibiao	三个代表	三個代表
sangeheshangmeishuichi	三个和尚没水吃	三個和尚沒水吃
sangeheshangmeishuihe	三个和尚没水喝	三個和尚沒水喝
sangeng	三更	三更
sangengbanye	三更半夜	三更半夜
sangenvrenyigexu	三个女人一个墟	三個女人一個墟
sangenvrenyitaixi	三个女人一台戏	三個女人一臺戲
sangeshijie	三个世界	三個世界
sangfu	丧服|丧父	喪服|喪父
sangguo	桑果	桑果
sanghai	桑海	桑海
sanghuang	丧荒	喪荒
sanghunluopo	丧魂落魄	喪魂落魄
sanghunshipo	丧魂失魄	喪魂失魄
sangjia	丧假	喪假
sangjianpushang	桑间濮上	桑間濮上
sangjiaoweisai	桑娇维塞	桑嬌維塞
sangjiazhigou	丧家之狗	喪家之狗
sangjiazhiquan	丧家之犬	喪家之犬
sangjibaer	桑给巴尔	桑給巴爾
sangjin	丧尽	喪盡
sangjintianliang	丧尽天良	喪盡天良
sangke	桑科	桑科
sangli	丧礼	喪禮
sangluan	丧乱	喪亂
sangmen	嗓门	嗓門
sangmenshen	丧门神	喪門神
sangmenxing	丧门星	喪門星
sangmenyan	嗓门眼	嗓門眼
sangming	丧命	喪命
sangna	桑拿|桑那	桑拿|桑那
sangneisi	桑内斯	桑內斯
sangong	散工	散工
sangongjingfei	三公经费	三公經費
sangongxiaofei	三公消费	三公消費
sangou	丧偶	喪偶
sangpao	桑藨	桑藨
sangpayue	桑帕约	桑帕約
sangqi	丧妻|丧气	喪妻|喪氣
sangqigui	丧气鬼	喪氣鬼
sangqihua	丧气话	喪氣話
sangqin	丧亲	喪親
sangquanruguo	丧权辱国	喪權辱國
sangshen	丧身|桑椹|桑葚	喪身|桑椹|桑葚
sangsheng	丧生	喪生
sangshi	丧事|丧失|丧尸	喪事|喪失|喪屍
sangshidaijin	丧失殆尽	喪失殆盡
sangshu	桑树	桑樹
sangtana	桑塔纳	桑塔納
sangtande	桑坦德	桑坦德
sangtianhaili	丧天害理	喪天害理
sangtuolinidao	桑托里尼岛	桑托里尼島
sanguan	三观	三觀
sanguandadi	三官大帝	三官大帝
sanguang	三光|散光	三光|散光
sanguangzhengce	三光政策	三光政策
sanguijiukou	三跪九叩	三跪九叩
sanguiyi	三归依	三歸依
sanguliupo	三姑六婆	三姑六婆
sangumaolu	三顾茅庐	三顧茅廬
sanguo	三国	三國
sanguoshiji	三国史记	三國史記
sanguoyanyi	三国演义	三國演義
sanguozhi	三国志	三國志
sangwang	丧亡	喪亡
sangxinbingkuang	丧心病狂	喪心病狂
sangyan	嗓眼	嗓眼
sangye	桑耶	桑耶
sangyi	丧仪	喪儀
sangyin	嗓音	嗓音
sangzang	丧葬	喪葬
sangzangfei	丧葬费	喪葬費
sangzhi	丧志|桑植	喪志|桑植
sangzhixian	桑植县	桑植縣
sangzhong	丧钟	喪鐘
sangzi	嗓子|桑梓	嗓子|桑梓
sangziyan	嗓子眼	嗓子眼
sangziyanr	嗓子眼儿	嗓子眼兒
sanhaodianchi	三号电池	三號電池
sanhaomugan	三号木杆	三號木桿
sanhe	三河	三河
sanhehui	三合会	三合會
sanheshi	三河市	三河市
sanhetu	三合土	三合土
sanhexian	三和弦	三和弦
sanhexing	三合星	三合星
sanheyi	三合一	三合一
sanheyuan	三合院	三合院
sanhu	散户	散戶
sanhua	散话	散話
sanhuang	三皇	三皇
sanhuangpaochui	三皇炮捶	三皇炮捶
sanhuangwudi	三皇五帝	三皇五帝
sanhui	散会	散會
sanhun	三魂	三魂
sanhunqipo	三魂七魄	三魂七魄
sanhuo	散伙	散伙
sanhuofan	散伙饭	散伙飯
saniao	撒尿	撒尿
sanji	三级|散剂|散记	三級|散劑|散記
sanjia	三价|三甲|散架	三價|三甲|散架
sanjiacun	三家村	三家村
sanjiamache	三驾马车	三駕馬車
sanjian	三键|散件|散见	三鍵|散件|散見
sanjianban	三尖瓣	三尖瓣
sanjiang	三江|伞降	三江|傘降
sanjiangbingliu	三江并流	三江並流
sanjiangdongzuzizhixian	三江侗族自治县	三江侗族自治縣
sanjiangpingyuan	三江平原	三江平原
sanjiangshengtailvyouqu	三江生态旅游区	三江生態旅遊區
sanjiangxian	三江县	三江縣
sanjiangyuan	三江源	三江源
sanjianqikou	三缄其口	三緘其口
sanjianshanzhijian	三尖杉酯碱	三尖杉酯鹼
sanjiantaoshixizhuang	三件套式西装	三件套式西裝
sanjiao	三教|三焦|三膲|三角|散焦	三教|三焦|三膲|三角|散焦
sanjiaoban	三角板	三角板
sanjiaoceliangfa	三角测量法	三角測量法
sanjiaodai	三角带	三角帶
sanjiaodeng	三角凳	三角凳
sanjiaofa	三角法	三角法
sanjiaofudai	三角腹带	三角腹帶
sanjiaoguanxi	三角关系	三角關係
sanjiaohanshu	三角函数	三角函數
sanjiaoji	三角肌	三角肌
sanjiaojia	三脚架	三腳架
sanjiaojin	三角巾	三角巾
sanjiaojiuliu	三教九流	三教九流
sanjiaokonglong	三角恐龙	三角恐龍
sanjiaoku	三角裤	三角褲
sanjiaokucha	三角裤衩	三角褲衩
sanjiaolianai	三角恋爱	三角戀愛
sanjiaoliangbu	三脚两步	三腳兩步
sanjiaolong	三角龙	三角龍
sanjiaomao	三脚猫	三腳貓
sanjiaoqi	三角旗	三角旗
sanjiaotie	三角铁	三角鐵
sanjiaoxing	三角形	三角形
sanjiaoxue	三角学	三角學
sanjiaozhai	三角债	三角債
sanjiaozhou	三角洲	三角洲
sanjiaozhui	三角锥	三角錐
sanjiaozhuti	三角柱体	三角柱體
sanjiaozuo	三角座	三角座
sanjiebian	三节鞭	三節鞭
sanjiguan	三极管	三極管
sanjin	散尽	散盡
sanjing	三井|散景	三井|散景
sanjipian	三级片	三級片
sanjishiguan	三级士官	三級士官
sanjitiao	三级跳	三級跳
sanjitiaoyuan	三级跳远	三級跳遠
sanjiutian	三九天	三九天
sanju	散居	散居
sanjuhuabulibenhang	三句话不离本行	三句話不離本行
sanjun	三军|伞菌	三軍|傘菌
sanjunyongming	三军用命	三軍用命
sanjuqingan	三聚氰胺	三聚氰胺
sanjuti	三聚体	三聚體
sankai	散开	散開
sankdang	三K党	三K黨
sanke	散客	散客
sankuanglan	三框栏	三框欄
sanlengcao	三棱草	三稜草
sanlengjing	三棱镜	三稜鏡
sanliang	三两	三兩
sanlianguan	三联管	三聯管
sanliansheng	三连胜	三連勝
sanlianshifapiao	三联式发票	三聯式發票
sanlianshudian	三联书店	三聯書店
sanlie	散列	散列
sanlihe	三里河	三里河
sanling	三菱	三菱
sanlingwushen	三令五申	三令五申
sanlinsuanxiangan	三磷酸腺苷	三磷酸腺苷
sanlitun	三里屯	三里屯
sanliu	三流	三流
sanlu	三鹿	三鹿
sanluan	散乱	散亂
sanlujituan	三鹿集团	三鹿集團
sanlun	三轮	三輪
sanlunche	三轮车	三輪車
sanlunchefu	三轮车夫	三輪車夫
sanlunzong	三论宗	三論宗
sanluo	散落	散落
sanlve	三略	三略
sanlvhualin	三氯化磷	三氯化磷
sanlvhuatie	三氯化铁	三氯化鐵
sanlvjiawan	三氯甲烷	三氯甲烷
sanlvqingan	三氯氰胺	三氯氰胺
sanlvyanglin	三氯氧磷	三氯氧磷
sanlvzhetang	三氯蔗糖	三氯蔗糖
sanman	散漫	散漫
sanmaomao	三毛猫	三毛貓
sanmatongcao	三马同槽	三馬同槽
sanmei	三昧	三昧
sanmen	三门|散闷	三門|散悶
sanmenxia	三门峡	三門峽
sanmenxian	三门县	三門縣
sanmenxiashi	三门峡市	三門峽市
sanmiaojiao	三秒胶	三秒膠
sanmin	三民	三民
sanming	三明	三明
sanmingshi	三明市	三明市
sanmingzhi	三明治	三明治
sanminqu	三民区	三民區
sanminzhuyi	三民主义	三民主義
sannong	三农	三農
sannongwenti	三农问题	三農問題
sanp	3P|三P	3P|三P
sanpao	三炮	三炮
sanpeicengdongwu	三胚层动物	三胚層動物
sanpeixiaojie	三陪小姐	三陪小姐
sanpengsiyou	三朋四友	三朋四友
sanpu	三浦	三浦
sanpumeiyuan	三浦梅园	三浦梅園
sanq	3Q	3Q
sanqi	三七	三七
sanqian	散钱	散錢
sanqiandaqianshijie	三千大千世界	三千大千世界
sanqiershiyi	三七二十一	三七二十一
sanqikai	三七开	三七開
sanqikaidinglun	三七开定论	三七開定論
sanqinliugu	三亲六故	三親六故
sanqisiqie	三妻四妾	三妻四妾
sanqizi	三七仔	三七仔
sanqu	散曲	散曲
sanquandingli	三权鼎立	三權鼎立
sanquanfenli	三权分立	三權分立
sanre	散热	散熱
sanregao	散热膏	散熱膏
sanrenchenghu	三人成虎	三人成虎
sanrenxing	三人行	三人行
sanrenxingbiyouwoshi	三人行，必有我师	三人行，必有我師
sanrenxingzebiyouwoshi	三人行，则必有我师	三人行，則必有我師
sanrepian	散热片	散熱片
sanreqi	散热器	散熱器
sansanliangliang	三三两两	三三兩兩
sansejin	三色堇	三色堇
sansemao	三色猫	三色貓
sanseziluolan	三色紫罗兰	三色紫羅蘭
sansha	三沙|散沙	三沙|散沙
sanshashi	三沙市	三沙市
sanshe	散射	散射
sansheng	三牲	三牲
sanshengyouxing	三生有幸	三生有幸
sanshi	三世|三十|散失	三世|三十|散失
sanshibaduxian	三十八度线	三十八度線
sanshierli	三十而立	三十而立
sanshierweiyuan	三十二位元	三十二位元
